area,floorRange,propertyType,district,typeOfArea,tenure,street,project,marketSegment,property_key
167.0,16-20,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-1304ddb3a
91.0,01-05,Apartment,9,Strata,Freehold,RIVER VALLEY ROAD,OXLEY EDGE,CCR,p-3833cc36a
40.0,01-05,Apartment,9,Strata,Freehold,RIVER VALLEY ROAD,OXLEY EDGE,CCR,p-989e41d9b
35.0,01-05,Apartment,9,Strata,Freehold,RIVER VALLEY ROAD,OXLEY EDGE,CCR,p-c1bdb2cac
37.0,01-05,Apartment,9,Strata,Freehold,RIVER VALLEY ROAD,OXLEY EDGE,CCR,p-d5a99956e
98.0,01-05,Apartment,9,Strata,Freehold,RIVER VALLEY ROAD,OXLEY EDGE,CCR,p-88e4b7aec
111.0,01-05,Apartment,9,Strata,Freehold,RIVER VALLEY ROAD,OXLEY EDGE,CCR,p-40ce6dc7a
39.0,01-05,Apartment,9,Strata,Freehold,RIVER VALLEY ROAD,OXLEY EDGE,CCR,p-2e2e33a89
41.0,01-05,Apartment,9,Strata,Freehold,RIVER VALLEY ROAD,OXLEY EDGE,CCR,p-db454726c
97.0,01-05,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE COURT,CCR,p-12117c3c3
91.0,01-05,Apartment,9,Strata,Freehold,WILKIE ROAD,WILKIE COURT,CCR,p-236d81f35
87.0,11-15,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-f0451a669
62.0,06-10,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-b2d648f90
113.0,06-10,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-1fc869047
117.0,11-15,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-d33d4115b
87.0,06-10,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-9ca90220d
86.0,01-05,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-cc92d0a77
112.0,06-10,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-236e1a675
113.0,01-05,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-2f7369cfb
145.0,01-05,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-b8b353f6d
113.0,11-15,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-500b9484f
62.0,11-15,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-e9f500b8b
88.0,06-10,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-664256e4d
210.0,11-15,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-fed7f9cc4
203.0,11-15,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-6c25a0f46
116.0,06-10,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-ab9dc7a7a
86.0,06-10,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-c25972db8
88.0,11-15,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-63d666eed
87.0,01-05,Condominium,9,Strata,Freehold,ARNASALAM CHETTY ROAD,THE INSPIRA,CCR,p-39903774a
42.0,01-05,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-c170407b1
40.0,16-20,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-61e06c9d2
53.0,06-10,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-5e5b1a76c
40.0,11-15,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-078b3d3b8
55.0,11-15,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-a0c1e55f2
39.0,16-20,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-6e105beb2
55.0,06-10,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-c6469b2b3
97.0,16-20,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-d4eeb8688
39.0,06-10,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-cd1348b9c
39.0,11-15,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-f7ad563a6
40.0,06-10,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-ff6e2bc9f
53.0,11-15,Apartment,12,Strata,Freehold,BALESTIER ROAD,OKIO,RCR,p-0e30d1697
56.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-daece0d25
42.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-721e5a6ad
52.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-743cad283
44.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-527672174
43.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-e1090e920
46.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-0ff613f7f
42.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-92f3362d7
41.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-bef8d0271
58.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-3eb03a237
48.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-fe70b2703
40.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-7d97ae0ae
38.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-eabb7fbe2
61.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-69f88151d
50.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-ced020469
61.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-ce50bc836
52.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-8ba64529c
89.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-a4e17c3ae
41.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,LA BRISA,RCR,p-18658b776
170.0,06-10,Apartment,9,Strata,Freehold,CAIRNHILL RISE,CAIRNHILL ASTORIA,CCR,p-92942b135
282.0,06-10,Apartment,9,Strata,Freehold,CAIRNHILL RISE,CAIRNHILL ASTORIA,CCR,p-b09907218
158.0,01-05,Apartment,9,Strata,Freehold,CAIRNHILL RISE,CAIRNHILL ASTORIA,CCR,p-a445b0cb4
131.0,01-05,Apartment,9,Strata,Freehold,CAIRNHILL RISE,CAIRNHILL ASTORIA,CCR,p-05459a894
240.0,-,Strata Terrace,9,Strata,Freehold,DUBLIN ROAD,DUBLIN LODGE,CCR,p-390463cdb
238.0,-,Strata Terrace,9,Strata,Freehold,DUBLIN ROAD,DUBLIN LODGE,CCR,p-c9568097a
96.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-60234a2e4
43.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-861028d9b
46.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-d90487ec5
90.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-40a2cf353
69.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-b5a0adc65
43.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-0f4aaa24f
96.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-41d2f5bb9
90.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-0d7629745
46.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-b3c6812c4
80.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-0d487543e
79.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-6836781a9
97.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-52475e9e6
79.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-b8c61c88e
90.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-459321878
77.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-9ed4b45e8
96.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-f70a1765c
68.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-dae30a4d3
91.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-8e1376e85
144.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-6ff3b96c4
43.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-2c95bf922
77.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-404a5bf90
68.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-3137d6425
97.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-33e2b6dc5
79.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-af01ebab0
67.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-921cf37dc
43.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-cc7ddd2a7
68.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-ca934da88
41.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-98fde2680
150.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-a0a2ff97b
136.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-41569bef0
109.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-469b93867
121.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-0c09b6789
67.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-2c9d39c2d
80.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-83f7164a3
71.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-6633f7a26
78.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-78c079f37
145.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-a396fa3c3
108.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-f9ee79366
59.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-7c324d2e5
68.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-c064b1b55
103.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-32c66021a
91.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-1b0d61bde
96.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-fb7b261ab
82.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-c5a2153d5
67.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-c103757fd
77.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-dd38aba83
109.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-fb56b4014
46.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-8249c5842
151.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-cdb2c4f8b
79.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-1aeb987e1
52.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-4d92acf7c
77.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-1777d10f5
97.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-f57cce6ae
121.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-1f40b3e82
166.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-5ed1d4cb4
125.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-f1bfb6f38
121.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-3f685b918
67.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-03fc0c43c
108.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-5e8ddc935
46.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-020f2be76
173.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-5d86a2222
69.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-75b400e2b
109.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-c9f33da7c
114.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-164bdce62
41.0,06-10,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-e834313b5
144.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-8d4a6d592
41.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-ec3fc12b5
121.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-5a7006bbe
91.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-81e9b11f9
71.0,11-15,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-b3a76dd1e
41.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-399cccd5e
122.0,16-20,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-f7532daef
144.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-aa5452df7
55.0,01-05,Condominium,13,Strata,99 yrs lease commencing from 2012,MOUNT VERNON ROAD,BARTLEY RIDGE,RCR,p-073061223
140.3,01-05,Apartment,8,Strata,999 yrs lease commencing from 1919,PETAIN ROAD,PETAIN RD/TYRWHITT RD CONSERVATION AREA,RCR,p-8f21c7b66
129.7,-,Terrace,8,Land,Freehold,PETAIN ROAD,PETAIN RD/TYRWHITT RD CONSERVATION AREA,RCR,p-2f6c83c82
135.0,01-05,Apartment,9,Strata,993 yrs lease commencing from 1973,OXLEY ROAD,ORCHARD COURT,CCR,p-cbc6d18a6
135.0,06-10,Apartment,9,Strata,99 yrs lease commencing from 1973,OXLEY ROAD,ORCHARD COURT,CCR,p-467443958
135.0,01-05,Apartment,9,Strata,99 yrs lease commencing from 1973,OXLEY ROAD,ORCHARD COURT,CCR,p-510a52819
134.0,11-15,Apartment,9,Strata,993 yrs lease commencing from 1973,OXLEY ROAD,ORCHARD COURT,CCR,p-2d0c5496d
135.0,11-15,Apartment,9,Strata,99 yrs lease commencing from 1973,OXLEY ROAD,ORCHARD COURT,CCR,p-e4d9e6e51
135.0,11-15,Apartment,9,Strata,993 yrs lease commencing from 1973,OXLEY ROAD,ORCHARD COURT,CCR,p-004bcc718
134.0,01-05,Apartment,9,Strata,993 yrs lease commencing from 1973,OXLEY ROAD,ORCHARD COURT,CCR,p-9c3a2ad90
134.0,06-10,Apartment,9,Strata,993 yrs lease commencing from 1973,OXLEY ROAD,ORCHARD COURT,CCR,p-f0da191e8
134.0,01-05,Apartment,9,Strata,99 yrs lease commencing from 1973,OXLEY ROAD,ORCHARD COURT,CCR,p-e10b0239f
134.0,06-10,Apartment,9,Strata,99 yrs lease commencing from 1973,OXLEY ROAD,ORCHARD COURT,CCR,p-bbb020bd0
136.0,26-30,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-a2699877b
136.0,16-20,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-394a6e0c4
87.0,26-30,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-da7318a4b
89.0,21-25,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-fa982dd65
102.0,26-30,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-eb5cc946f
134.0,16-20,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-8dadfa04d
138.0,21-25,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-109764391
134.0,31-35,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-f61a82e44
135.0,11-15,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-714e1c612
54.0,31-35,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-6726bc38b
136.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-5eb11a205
135.0,16-20,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-18d9da75f
160.0,06-10,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-56d6ed116
89.0,11-15,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-aaee5a655
54.0,16-20,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-79c5635f7
102.0,31-35,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-4c711341f
160.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-809859c1b
54.0,11-15,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-926b79b51
137.0,06-10,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-1c954ade5
89.0,06-10,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-6320e7733
160.0,31-35,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-4044b9022
137.0,26-30,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-151e3b934
89.0,16-20,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-dae1121e5
89.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-adae4503e
87.0,21-25,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-960b36cb9
160.0,16-20,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-0fc1399ef
102.0,21-25,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-9cfbe65f6
458.0,36-40,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-021cbc481
102.0,16-20,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-f4c47ce72
54.0,01-05,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-a202229c6
89.0,31-35,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-64e4d68e0
137.0,21-25,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-a91b658d8
102.0,11-15,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-dda21709e
54.0,26-30,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-4b67bc43b
133.0,11-15,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-cd607c916
87.0,31-35,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-65205534a
54.0,06-10,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-7d777922c
89.0,26-30,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-f1c49164a
135.0,26-30,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-af10d63f2
135.0,21-25,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-5e0478b5e
87.0,11-15,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-b42a8d546
46.0,11-15,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-05f00663d
160.0,26-30,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-e826f9443
47.0,06-10,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-cfcb51cbe
102.0,06-10,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-063ef8e14
160.0,21-25,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-783c93cac
54.0,21-25,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-e6a7c7b8d
136.0,06-10,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-dcf7a6abe
136.0,31-35,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-38b5e4b9f
136.0,21-25,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-7e4d455e5
135.0,06-10,Condominium,11,Strata,99 yrs lease commencing from 2006,SINARAN DRIVE,SOLEIL @ SINARAN,CCR,p-74935bb38
140.0,11-15,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,RIVERSIDE MELODIES,RCR,p-37230eeeb
140.0,01-05,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,RIVERSIDE MELODIES,RCR,p-ba47bf5c2
